Item,Spend Category,Exiobase Spend Category,Item Classification,Item Category 1,Item Category 2
"Biscuit (cookie), thin, w almonds","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit (cookie), reduced sugar","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
Butter biscuit (cookie),"Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Butter biscuit (cookie), with chocolate","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
Breakfast biscuit (cookie),"Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Breakfast biscuit (cookie), reduced sugar","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Breakfast biscuit (cookie), with chocolate","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit (cookie), cat tongue type","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit (cookie), thin, w fruits","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit (cookie), with vegetal fat","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit (cookie), assortment of miniature sweets and biscuits","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
"Biscuit shortbread, with fruits","Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
Biscuit (cookie),"Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Sweet biscuits, waffles and wafers, gingerbread and the like"
Veal stew in white sauce,"Food, beverages and tobacco",Meat products nec,Food and live animals,Meat,Other prepared or preserved meat or meat offal (including preparations of blood of any animal) 
Khorasan wheat,"Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other wheat (including spelt) and meslin, unmilled "
"Durum wheat, whole, raw","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Durum wheat, unmilled"
"Durum wheat, pre-cooked, cooked, in a microwaveable bag","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled)"
"Wheat, whole, pre-cooked, raw","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled)"
"Durum wheat pre-cooked, whole grain, cooked, to pan-fry","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled)"
"Durum wheat pre-cooked, whole grain, cooked, unsalted","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other worked cereal grains (e.g., hulled, pearled, clipped, sliced or kibbled)"
"Wheat, whole, raw","Agriculture, hunting, forestry and fishing",Wheat,Food and live animals,Cereals and grains,"Other wheat (including spelt) and meslin, unmilled "
"Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk","Food, beverages and tobacco",Dairy products,Food and live animals,Dairy,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti
Blinis,"Food, beverages and tobacco",Food products nec,Food and live animals,Cereals and grains,"Crispbread, rusks, toasted bread and similar products"
Beef stew with carrots,"Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
Burgundy-style beef stew,"Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, stewing meat, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, stewing meat, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, flank steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, flank steak, grilled/pan-fried","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, bolar-blade, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, bolar-blade, grilled/pan-fried","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, bolar-blade, roasted/baked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, meat balls, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, braised","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, neck, braised","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, rib, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, rib steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, rib steak, lean, grilled/pan-fried","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, shoulder, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, sirloin steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, sirloin steak, grilled/pan-fried","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, sirloin steak, red label, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, sirloin steak, roasted/baked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, round, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, round, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, thin flank, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, thin flank, grilled/pan-fried","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, knuckle, boiled/cooked in water","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, knuckle, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, cheek, braised or boiled","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, cheek, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, hanger steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, hanger steak, grilled","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, chuck, braised or boiled","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, chuck, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, short ribs, braised","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, short ribs, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, oxtail, boiled/cooked in water","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, roast beef, roasted/baked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, rump steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, rump steak, grilled","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 10% fat, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 10% fat, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 15% fat, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 15% fat, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 20% fat, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 20% fat, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 5% fat, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, minced steak, 5% fat, cooked","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, steak or beef steak, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, steak or beef steak, grilled","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
"Beef, topside, raw","Food, beverages and tobacco",Products of meat cattle,Food and live animals,Meat,"Bovine, fresh or chilled, boneless"
